vendor,current_price,old_price,product_name,month
Walmart,5.25,50.24,Organic,12
TandT,2.65,36.35,Organic,4
NoFrills,15.58,12.7,Organic,1
NoFrills,36.64,2.6,Organic,8
Metro,36.09,22.48,Organic,6
TandT,27.52,16.81,Organic,6
TandT,40.22,3.85,Organic,4
Walmart,37.34,19.96,Organic,12
NoFrills,18.13,53.62,Organic,3
TandT,24.79,39.21,Organic,12
TandT,48.1,45.5,Organic,9
NoFrills,37.11,6.79,Organic,3
TandT,28.72,58.47,Organic,10
NoFrills,30.87,11.56,Organic,6
TandT,10.71,46.67,Organic,6
NoFrills,27.59,1.62,Organic,11
NoFrills,45.42,56.52,Organic,7
Metro,1.22,58.31,Organic,3
Walmart,22.45,30.84,Organic,10
TandT,25.53,6.75,Organic,7
NoFrills,42.9,44.22,Organic,12
NoFrills,13.75,9.27,Organic,3
Metro,46.06,31.2,Organic,2
NoFrills,20.94,10.89,Organic,10
TandT,0.75,25.88,Organic,7
NoFrills,34.36,36.33,Organic,6
Walmart,25.35,7.55,Organic,2
TandT,2.89,51.96,Organic,3
Walmart,7.01,58.68,Organic,8
Walmart,9.84,11.42,Organic,6
Metro,7.6,44.65,Organic,7
Walmart,23.03,42.41,Organic,1
Metro,43.33,59.51,Organic,1
Walmart,6.43,20.96,Organic,10
Metro,33.03,28.67,Organic,12
TandT,7.52,37.6,Organic,12
Metro,26.41,26.14,Organic,3
Walmart,41.74,26.11,Organic,11
Metro,3.82,43.54,Organic,12
Metro,36.31,28.3,Organic,2
TandT,34.21,40.19,Organic,7
NoFrills,13.85,39.73,Organic,8
TandT,5.24,23.85,Organic,4
NoFrills,20.22,49.86,Organic,2
TandT,27.97,14.14,Organic,6
NoFrills,11.62,12.14,Organic,5
Metro,8.92,50.75,Organic,2
TandT,4.47,9.83,Organic,9
TandT,30.98,16.88,Organic,11
NoFrills,46.81,38.49,Organic,5
TandT,31.25,14.06,Organic,9
NoFrills,35.01,27.76,Organic,12
Metro,40.47,25.25,Organic,1
TandT,8.5,5.41,Organic,9
Metro,41.39,4.03,Organic,6
Walmart,11.76,37.09,Organic,9
NoFrills,44.59,40.58,Organic,2
Walmart,40.35,33.02,Organic,2
Walmart,25.2,34.31,Organic,6
Walmart,21.19,28.11,Organic,3
Metro,17.29,1.79,Organic,6
Metro,27.01,27.09,Organic,5
TandT,45.94,34.05,Organic,1
TandT,47.4,32.05,Organic,2
Metro,47.69,58.86,Organic,11
NoFrills,42.32,13.4,Organic,11
Walmart,33.7,51.95,Organic,1
Metro,32.94,49.92,Organic,1
Walmart,30,11.53,Organic,11
Walmart,48.08,45.69,Organic,4
Walmart,24.17,56.71,Organic,9
Metro,29.34,59.48,Organic,1
NoFrills,39.14,28.67,Organic,6
Walmart,10.14,12.7,Organic,4
Walmart,19.59,19.97,Organic,5
TandT,24.7,48.14,Organic,10
NoFrills,27.41,21.71,Organic,1
TandT,28.8,52.5,Organic,10
Metro,28.47,37.1,Organic,6
Walmart,15.89,40.16,Organic,9
NoFrills,27.13,33.98,Organic,10
TandT,31.13,46.46,Organic,9
TandT,29.6,16.89,Organic,4
NoFrills,43.24,3.27,Organic,4
Walmart,38.9,49.62,Organic,7
Metro,37.62,56.63,Organic,11
Walmart,44.01,4.64,Organic,9
Walmart,34.3,18.64,Organic,9
NoFrills,22.63,13.61,Organic,10
Metro,45.19,34.62,Organic,2
Metro,49.05,54.39,Organic,10
TandT,2.51,25.91,Organic,9
TandT,40.72,35.52,Organic,10
NoFrills,24.08,13.14,Organic,4
Metro,29.65,5.27,Organic,8
TandT,36.2,10.06,Organic,4
Walmart,43.78,38.42,Organic,4
Metro,7.35,30.44,Organic,10
TandT,30.87,52.92,Organic,6
Walmart,29.75,21.03,Organic,6
TandT,19.98,10.65,Organic,4
Walmart,39.11,20.9,Organic,1
TandT,9.1,44.26,Organic,9
NoFrills,10.11,9.29,Organic,2
NoFrills,13.34,27.69,Organic,11
TandT,46.57,35.81,Organic,12
Metro,12.52,51.62,Organic,3
Metro,16.08,42.77,Organic,7
Metro,23.13,39.72,Organic,4
TandT,40.01,23.53,Organic,4
Walmart,18.95,27.41,Organic,9
Walmart,36.57,13.15,Organic,11
Walmart,49.25,45.51,Organic,3
TandT,10.97,12.46,Organic,3
TandT,24.89,41.94,Organic,1
TandT,36.63,41.49,Organic,11
Metro,41.12,14.31,Organic,8
Walmart,20.43,40.84,Organic,7
TandT,41.17,21.12,Organic,9
Metro,19.69,4.54,Organic,10
TandT,9.96,6.37,Organic,5
Walmart,30.86,59.54,Organic,6
Walmart,12.49,41.89,Organic,2
Walmart,47.29,47.66,Organic,3
TandT,20.81,31.33,Organic,6
Walmart,22.65,10.5,Organic,5
Metro,35.47,1.82,Organic,4
NoFrills,7.32,46.26,Organic,6
Walmart,11,35.37,Organic,5
NoFrills,29.05,14.31,Organic,12
NoFrills,24.53,3.9,Organic,1
NoFrills,22.24,25.86,Organic,5
Walmart,13.03,11.43,Organic,5
NoFrills,13.14,47.77,Organic,10
TandT,26.85,40.96,Organic,8
Metro,21.9,48.22,Organic,6
Walmart,33.69,46.96,Organic,8
TandT,25.8,41.9,Organic,12
NoFrills,5.16,39.81,Organic,6
TandT,26.91,21.41,Organic,9
NoFrills,8.09,33.86,Organic,8
TandT,26.86,46.44,Organic,5
TandT,37.15,1.82,Organic,2
Walmart,49.19,41.02,Organic,7
NoFrills,49.61,41.42,Organic,8
Metro,40.66,5.13,Organic,10
NoFrills,29.34,34.58,Organic,12
NoFrills,31.32,3.26,Organic,6
TandT,1.5,52.2,Organic,5
Metro,37.42,10.83,Organic,1
Metro,28.17,47.22,Organic,11
TandT,44.8,7.04,Organic,2
Walmart,25.11,33.93,Organic,1
NoFrills,26.72,27.69,Organic,9
NoFrills,19.54,13.62,Organic,12
Walmart,5.02,54.94,Organic,9
Walmart,11.79,17.44,Organic,12
TandT,47.8,26.76,Organic,5
Walmart,18.32,44.76,Organic,2
Metro,18.24,16.47,Organic,12
Metro,40.96,11.83,Organic,10
NoFrills,39.98,21.01,Organic,1
NoFrills,48.22,15.29,Organic,10
NoFrills,18.71,57.04,Organic,2
Metro,3.15,17.01,Organic,11
Walmart,19.04,53.22,Organic,5
Metro,48.68,21.2,Organic,3
Metro,4.64,34.61,Organic,6
TandT,22.15,53.55,Organic,9
NoFrills,22.59,56.21,Organic,3
Walmart,3,13.33,Organic,4
TandT,1.86,16.77,Organic,12
TandT,10.25,33.25,Organic,10
TandT,0.99,9.65,Organic,12
Walmart,14.17,16.35,Organic,3
NoFrills,46.65,40.19,Organic,9
TandT,2.07,52.69,Organic,7
Metro,2.31,22.78,Organic,12
NoFrills,41.31,39.42,Organic,3
Walmart,45.85,45.71,Organic,11
TandT,1.24,42.74,Organic,11
NoFrills,34.98,57.97,Organic,10
Metro,19.78,25.48,Organic,1
NoFrills,42.25,32.5,Organic,10
Metro,39.6,38.73,Organic,2
NoFrills,9.46,1.59,Organic,8
NoFrills,2.82,13.54,Organic,6
Walmart,35.08,37.62,Organic,10
TandT,32.54,29.08,Organic,10
TandT,38.56,52.83,Organic,7
TandT,48.5,40.54,Organic,4
NoFrills,27.32,46.27,Organic,2
Walmart,8.55,20.46,Organic,6
TandT,42.53,48.36,Organic,8
NoFrills,9.07,17.57,Organic,11
Metro,43.46,5.64,Organic,3
Metro,10.02,21.47,Organic,4
Metro,29.45,36.8,Organic,9
NoFrills,17.34,42.45,Organic,11
Metro,5.02,16.54,Organic,9
Walmart,41.68,13.34,Organic,3
Walmart,44.15,27.57,Organic,1
Walmart,14.43,45.06,Organic,8
TandT,15.51,35.54,Organic,6
Walmart,47.52,17.74,Organic,4
Metro,45.63,36.19,Organic,2
Metro,23.61,34.09,Organic,1
Metro,37.7,26.07,Organic,12
TandT,44.56,58.16,Organic,4
TandT,15.34,40.05,Organic,1
TandT,29.91,35.83,Organic,11
Metro,45.67,9.36,Organic,7
Walmart,2.57,15.41,Organic,7
NoFrills,39.14,9.64,Organic,11
NoFrills,22.75,7.22,Organic,7
Metro,28.39,3.17,Organic,5
TandT,16.57,13.21,Organic,4
Metro,42.05,2.55,Organic,3
Walmart,23.7,25.08,Organic,12
Metro,39.49,4.17,Organic,4
TandT,6.47,18.66,Organic,10
Metro,42.13,28.52,Organic,5
Metro,0.77,21.09,Organic,12
Metro,15.18,26.62,Organic,2
Metro,40.31,42.72,Organic,1
NoFrills,23.88,22.07,Organic,8
Walmart,5.55,21.25,Organic,11
Metro,40.86,55.63,Organic,1
Metro,46.65,39.92,Organic,2
Metro,35.51,49.31,Organic,8
NoFrills,19.66,50.54,Organic,7
Metro,19,31.69,Organic,6
Walmart,31.62,50.45,Organic,11
NoFrills,20.13,17.51,Organic,10
TandT,18.4,41.83,Organic,10
NoFrills,10.09,51.19,Organic,7
Walmart,33.41,51.54,Organic,10
Metro,35.54,4.66,Organic,7
Metro,6.39,42.34,Organic,4
TandT,31.83,59.57,Organic,10
Walmart,45.62,13.22,Organic,7
Metro,1.63,15.71,Organic,1
Walmart,37.22,48.1,Organic,5
NoFrills,27.59,27.77,Organic,12
Metro,22.38,44.12,Organic,4
TandT,28.6,44.97,Organic,3
Walmart,36.24,27.42,Organic,9
NoFrills,27.84,58.95,Organic,4
Walmart,13.82,37.71,Organic,12
Walmart,34.9,24.88,Organic,5
TandT,42.57,16.86,Organic,1
NoFrills,41.37,30.35,Organic,8
TandT,14.87,22.35,Organic,6
NoFrills,40.59,21.7,Organic,10
Walmart,24.3,2.24,Organic,3
NoFrills,39.32,22.97,Organic,4
Walmart,29.19,32.77,Organic,11
NoFrills,20.74,41.8,Organic,6
TandT,12.64,3.09,Organic,4
TandT,38.87,48.55,Organic,10
TandT,34.52,50.56,Organic,8
Metro,43.6,39.6,Organic,2
Walmart,30.1,50.1,Organic,3
NoFrills,15.85,35.26,Organic,9
Metro,32.28,29.72,Organic,2
TandT,31.15,30.35,Organic,1
TandT,43.23,11.58,Organic,11
NoFrills,21.67,57.35,Organic,3
NoFrills,32.25,30.02,Organic,8
TandT,8.38,41.41,Organic,7
NoFrills,34.9,32.35,Organic,9
NoFrills,20.61,4.62,Organic,4
TandT,30.4,4.67,Organic,6
TandT,7.52,18.57,Organic,2
NoFrills,47.28,32.62,Organic,1
Walmart,23.82,48.77,Organic,12
Walmart,42.35,18.64,Organic,4
Metro,35.76,55.26,Organic,3
Metro,5.8,39.73,Organic,3
TandT,47.32,45.16,Organic,9
Metro,22.9,39.82,Organic,3
Metro,37.76,43.9,Organic,7
Walmart,8.97,57.69,Organic,9
NoFrills,17.31,13.45,Organic,7
Walmart,48.25,18.79,Organic,7
Metro,30.42,48.26,Organic,3
NoFrills,3.76,34.94,Organic,8
Walmart,43.85,49.25,Organic,7
Walmart,25.26,48.75,Organic,4
NoFrills,11.66,51.04,Organic,12
NoFrills,27.51,31.89,Organic,3
TandT,24.18,26.51,Organic,8
Metro,1.67,29.22,Organic,6
Metro,20.16,49.34,Organic,12
Metro,14.22,42.71,Organic,2
Metro,48.99,11.85,Organic,3
NoFrills,18.27,56.94,Organic,11
Walmart,34.34,24.54,Organic,6
TandT,36.68,45.61,Organic,10
NoFrills,36.71,30.01,Organic,9
TandT,49.86,6.45,Organic,11
NoFrills,34.25,58.71,Organic,4
Metro,9.25,58.33,Organic,8
NoFrills,26.76,49.45,Organic,4
Walmart,5.52,38.25,Organic,10
TandT,44.11,20.36,Organic,4
Metro,1.26,21.59,Organic,9
Walmart,4.11,40.22,Organic,9
TandT,1.24,12.14,Organic,3
NoFrills,15.44,51.55,Organic,4
Metro,14.42,42.08,Organic,12
Walmart,33.64,17.21,Organic,8
TandT,3.67,55.77,Organic,12
Walmart,7.05,23.68,Organic,8
NoFrills,10.89,23.98,Organic,1
Metro,30.24,52.15,Organic,4
Walmart,26.4,3.43,Organic,3
TandT,0.91,49.7,Organic,11
Walmart,44.96,30.63,Organic,3
Walmart,49.56,20.52,Organic,4
NoFrills,25.26,45.65,Organic,12
NoFrills,10.13,55.85,Organic,12
NoFrills,2.03,42.13,Organic,9
TandT,25.29,30.19,Organic,3
NoFrills,21.69,23.21,Organic,3
Walmart,25.41,5.69,Organic,6
Metro,32.15,49.8,Organic,5
Walmart,47.31,43.7,Organic,4
Metro,2.15,27.71,Organic,9
NoFrills,38.28,41.93,Organic,6
NoFrills,30.48,57.66,Organic,7
Walmart,25.44,40.75,Organic,8
Walmart,29.12,33.79,Organic,8
TandT,27.96,48.35,Organic,9
Walmart,49.85,57.63,Organic,7
Metro,22.1,15.24,Organic,1
TandT,20.97,22.4,Organic,9
Walmart,45.55,32.85,Organic,1
Metro,9.89,6.96,Organic,10
Metro,24.98,16.52,Organic,5
TandT,39.52,51.76,Organic,6
NoFrills,29.8,40.18,Organic,1
TandT,8.98,13.45,Organic,5
NoFrills,39.76,57.62,Organic,3
Metro,27.79,5.58,Organic,10
NoFrills,3.5,53.09,Organic,8
NoFrills,4.61,53.28,Organic,8
NoFrills,39.73,42.91,Organic,11
TandT,27.99,26.55,Organic,8
TandT,31.3,55.59,Organic,6
Walmart,4.95,41.03,Organic,4
Metro,23.85,47.96,Organic,9
NoFrills,3.35,44.02,Organic,5
TandT,44.48,11.74,Organic,4
Walmart,41.19,5.11,Organic,8
NoFrills,32.41,39.34,Organic,12
TandT,30.73,26.43,Organic,10
NoFrills,45.35,47.62,Organic,9
Metro,41.65,18.4,Organic,11
Metro,24.61,24.81,Organic,10
Metro,25.19,34.59,Organic,11
NoFrills,9.47,10.7,Organic,5
TandT,28.56,22.01,Organic,12
NoFrills,29.63,41.54,Organic,10
TandT,49.06,59.36,Organic,4
NoFrills,21.55,4.69,Organic,8
NoFrills,43.53,47.55,Organic,1
Walmart,23.57,48.94,Organic,12
Metro,38.99,37,Organic,5
Metro,42.7,15.08,Organic,10
Walmart,43.24,19.76,Organic,8
Metro,6.95,30.8,Organic,8
Walmart,23.23,41.51,Organic,4
NoFrills,19.46,49.76,Organic,12
NoFrills,29.33,10.38,Organic,6
TandT,9.81,28.98,Organic,7
Metro,35.22,22.1,Organic,5
NoFrills,8.46,20.57,Organic,10
Metro,20.39,48,Organic,12
NoFrills,16.93,57.55,Organic,3
Walmart,43.44,46.88,Organic,8
NoFrills,4.5,47.39,Organic,9
NoFrills,37.09,44.43,Organic,6
Metro,22.98,56.89,Organic,1
Metro,17.12,21.72,Organic,7
TandT,32.76,14.61,Organic,5
Walmart,18.88,26.78,Organic,3
Metro,7.16,26.24,Organic,7
TandT,16.52,58.47,Organic,2
TandT,24.16,11.86,Organic,8
Walmart,27.59,13.8,Organic,2
Metro,3.1,42.25,Organic,5
Metro,10.23,47.9,Organic,7
Metro,1.78,41.5,Organic,2
NoFrills,7.61,8.58,Organic,4
NoFrills,13.05,58.16,Organic,5
TandT,5.19,43.67,Organic,9
TandT,29.21,42.39,Organic,11
Walmart,14.09,34.6,Organic,6
NoFrills,22.65,57.27,Organic,11
NoFrills,15.2,30.61,Organic,9
TandT,27.88,34.84,Organic,12
NoFrills,10.71,17,Organic,1
Metro,22.2,58.95,Organic,6
NoFrills,25.22,38.69,Organic,11
TandT,35.27,16.87,Organic,3
Walmart,18.17,54.48,Organic,2
Walmart,18.99,25.53,Organic,8
Walmart,27.92,48.15,Organic,1
Metro,17.88,22.24,Organic,3
Metro,39.99,36.61,Organic,4
Walmart,46.32,15.87,Organic,12
TandT,29.76,57.43,Organic,1
Walmart,41.75,56.85,Organic,12
Walmart,11.79,59.05,Organic,10
TandT,41.91,32.54,Organic,5
TandT,27.09,44.3,Organic,9
TandT,30.29,41.98,Organic,9
Metro,16.87,3.02,Organic,8
Metro,14.03,3.05,Organic,9
TandT,6.4,51.81,Organic,6
Walmart,12.32,59.98,Organic,10
TandT,49.81,51.28,Organic,1
TandT,29.99,50.51,Organic,9
Walmart,6.9,3.33,Organic,9
TandT,41.89,25.13,Organic,7
NoFrills,46.55,12.09,Organic,8
Metro,31.57,14.18,Organic,12
TandT,43.76,27.12,Organic,5
NoFrills,10.86,46.4,Organic,9
NoFrills,20.69,25.94,Organic,4
Walmart,3.26,17.01,Organic,6
NoFrills,30.65,49.5,Organic,3
Metro,45.38,22.05,Organic,4
Metro,13.63,8.36,Organic,9
Walmart,37.91,6.8,Organic,6
NoFrills,47.88,1.87,Organic,8
Walmart,22.33,3.61,Organic,1
NoFrills,39.73,1.96,Organic,9
Metro,45.28,19.19,Organic,5
NoFrills,33.99,40.85,Organic,1
Metro,42.39,24.08,Organic,5
Metro,8.21,41.56,Organic,11
TandT,29.71,10.04,Organic,10
Metro,43.63,59,Organic,10
Metro,47.26,47.31,Organic,4
TandT,9.39,9.7,Organic,8
TandT,39.17,21.72,Organic,10
TandT,27.2,41.19,Organic,3
TandT,17.07,34.01,Organic,7
Walmart,26.22,50.69,Organic,6
NoFrills,16.44,37.47,Organic,7
NoFrills,31.06,5.07,Organic,11
Metro,32.82,46.59,Organic,11
NoFrills,42.86,32.95,Organic,3
Walmart,41.05,46.83,Organic,6
TandT,13.55,11.23,Organic,8
Walmart,28.8,58.51,Organic,10
Metro,43.41,43.8,Organic,7
Walmart,4.46,25.03,Organic,8
NoFrills,37.43,41.38,Organic,4
TandT,37.31,40.59,Organic,10
Metro,0.96,56.27,Organic,3
Metro,8.06,58.35,Organic,10
Metro,11.02,4.37,Organic,1
TandT,28.83,3.94,Organic,12
NoFrills,3.55,10.74,Organic,3
Metro,35.25,36.76,Organic,7
Metro,4.93,5.78,Organic,6
TandT,38.83,16.64,Organic,3
Walmart,21.66,16.75,Organic,12
Walmart,35.2,16.04,Organic,9
NoFrills,7.05,22.64,Organic,5
Walmart,49.78,23.68,Organic,7
TandT,23.36,38.53,Organic,9
TandT,17,3.61,Organic,6
Walmart,5.38,13.64,Organic,6
Metro,44.38,20.17,Organic,3
Walmart,36.86,29.03,Organic,2
TandT,33.1,15.64,Organic,12
TandT,46.46,56.87,Organic,10
Metro,1.32,23.01,Organic,8
Metro,36.52,18.15,Organic,4
NoFrills,47.83,31.37,Organic,5
Walmart,12.33,52.01,Organic,9
Metro,36.86,28.04,Organic,12
TandT,15.82,11.07,Organic,8
TandT,20,33.04,Organic,7
NoFrills,32.6,27.93,Organic,2
TandT,6.29,59.7,Organic,11
Walmart,34.38,11.97,Organic,12
NoFrills,10.02,16.92,Organic,9
Metro,37.73,38.26,Organic,5
Metro,35.62,30.86,Organic,3
NoFrills,31.32,23.78,Organic,10
Metro,43.99,43.56,Organic,12
TandT,48.96,25.55,Organic,12
Walmart,46.21,52.02,Organic,6
Walmart,2.32,44.61,Organic,12
TandT,25.66,8.72,Organic,1
Metro,2.53,48.64,Organic,4
Walmart,12.92,30.92,Organic,10
NoFrills,2.71,34.73,Organic,3
NoFrills,28.56,27.15,Organic,9
Metro,4.86,38.48,Organic,12
Walmart,23.07,56.61,Organic,11
NoFrills,24.72,44.95,Organic,12
Walmart,48,1.63,Organic,5
NoFrills,44.25,15.71,Organic,1
Metro,37.1,49.19,Organic,8
Metro,25.91,29.3,Organic,5
NoFrills,39.34,32.17,Organic,11
Metro,38.59,24.54,Organic,11
TandT,23.97,41.05,Organic,12
Metro,15.78,2.12,Organic,7
TandT,23.08,21.5,Organic,2
Walmart,18.28,13.82,Organic,2
Metro,11.58,49.7,Organic,10
Metro,14.66,13.27,Organic,11
NoFrills,5.29,10.67,Organic,9
Walmart,47.23,3.99,Organic,7
Walmart,42.39,35.25,Organic,8
NoFrills,36.31,43.2,Organic,5
Metro,49.01,7.54,Organic,9
NoFrills,1.6,41.74,Organic,10
TandT,28.9,2.64,Organic,5
NoFrills,29.8,38.26,Organic,1
NoFrills,4.62,31.65,Organic,3
NoFrills,20.99,24.26,Organic,12
NoFrills,4.47,31.76,Organic,2
NoFrills,6.77,58.46,Organic,7
NoFrills,15.11,44.52,Organic,11
Walmart,3.15,41.32,Organic,10
NoFrills,16.24,59.54,Organic,11
TandT,36.38,3.28,Organic,7
TandT,3.14,9.55,Organic,3
TandT,8.93,37.37,Organic,12
NoFrills,42.27,30.89,Organic,6
NoFrills,5.71,20.51,Organic,9
NoFrills,36.5,7.62,Organic,9
Walmart,9.45,41.44,Organic,12
NoFrills,31.98,15.61,Organic,1
TandT,3.08,32.36,Organic,8
Metro,26.27,24,Organic,2
TandT,19.19,48.43,Organic,10
Metro,7.21,44.35,Organic,1
Metro,23.69,5.18,Organic,7
NoFrills,9.44,4.25,Organic,8
Metro,5.55,45.1,Organic,2
Walmart,20.81,59.72,Organic,11
TandT,3.56,12.61,Organic,10
NoFrills,47.06,9.19,Organic,3
Metro,22.01,23.53,Organic,11
TandT,4.64,45.35,Organic,10
NoFrills,18.89,33.5,Organic,10
NoFrills,15.42,18.46,Organic,1
NoFrills,47.12,49.65,Organic,3
Walmart,19.56,21.1,Organic,3
TandT,36.1,58.24,Organic,12
Metro,4.52,33.2,Organic,1
Metro,40.61,27.31,Organic,1
NoFrills,27.16,25,Organic,5
Metro,25.02,31.96,Organic,12
TandT,14.77,49.28,Organic,10
NoFrills,37.79,4.68,Organic,12
Walmart,42,10.05,Organic,9
Metro,7.91,13.17,Organic,9
NoFrills,18.45,53.76,Organic,3
TandT,40.03,4.06,Organic,12
NoFrills,38.55,7.3,Organic,9
NoFrills,15.32,37.05,Organic,9
NoFrills,39.81,44.83,Organic,11
Metro,12.29,37.69,Organic,1
Metro,46.43,48.3,Organic,7
NoFrills,26.66,48.79,Organic,9
Walmart,45.94,48.5,Organic,12
Metro,28.76,33.82,Organic,3
Metro,19.52,50,Organic,12
NoFrills,16.66,9.41,Organic,12
Walmart,34.42,3.24,Organic,11
Metro,15.85,31.99,Organic,9
Metro,46.15,20.97,Organic,9
Metro,3.57,44.83,Organic,12
Walmart,2.42,13.61,Organic,1
Walmart,19.81,55.47,Organic,9
Walmart,2.3,3.8,Organic,9
TandT,47.6,39.19,Organic,1
TandT,1.29,59.38,Organic,5
TandT,40.71,4.95,Organic,8
TandT,42.82,26.84,Organic,9
Metro,9.18,16.46,Organic,9
TandT,42.45,44.67,Organic,4
Metro,49.81,37.21,Organic,1
NoFrills,35.34,59.4,Organic,10
TandT,33.15,5.98,Organic,9
NoFrills,6.96,1.6,Organic,5
Metro,11.22,12.6,Organic,10
NoFrills,9.49,33.08,Organic,3
Metro,17.14,12.49,Organic,6
Metro,4.92,52.57,Organic,12
TandT,19.78,37.36,Organic,6
TandT,49.62,24.55,Organic,12
Walmart,44.62,11.28,Organic,10
Walmart,16.46,4.15,Organic,2
Metro,20.88,7.01,Organic,6
NoFrills,24.88,12.39,Organic,2
NoFrills,10.54,50.21,Organic,4
NoFrills,49.93,56.13,Organic,11
Metro,28.3,4.34,Organic,7
Metro,39.87,40.47,Organic,9
Walmart,13.02,27.08,Organic,4
Metro,7.86,20.65,Organic,10
NoFrills,34,21.4,Organic,6
Metro,9.57,45.08,Organic,1
Metro,45.07,6.63,Organic,1
Walmart,26.63,41.12,Organic,12
Walmart,32.36,45.25,Organic,9
NoFrills,11.97,42.45,Organic,12
Metro,7.72,54.74,Organic,7
Metro,6.29,46.98,Organic,4
Metro,49.1,33.9,Organic,6
Walmart,24.83,10.11,Organic,5
TandT,36.16,45.12,Organic,11
Metro,12.29,59.5,Organic,8
TandT,23.61,23.7,Organic,3
Walmart,19.27,59.96,Organic,9
NoFrills,24.28,6.43,Organic,2
Walmart,8.09,9.11,Organic,12
TandT,19.62,16.42,Organic,12
Metro,3.08,10.33,Organic,7
Walmart,42.07,40.26,Organic,7
TandT,48.97,26.8,Organic,11
Metro,18.24,5.2,Organic,3
TandT,30.46,44.86,Organic,5
TandT,35.45,29.31,Organic,7
NoFrills,10.62,25.36,Organic,9
Walmart,20.17,37.75,Organic,12
Walmart,25.87,2.72,Organic,1
TandT,32.61,37.54,Organic,6
NoFrills,33.51,26.95,Organic,6
Walmart,28.77,37.61,Organic,5
Metro,35.68,10.38,Organic,12
TandT,18.43,13.05,Organic,7
Metro,36.38,12.07,Organic,4
TandT,6.98,24.27,Organic,8
TandT,43.51,17.73,Organic,8
Walmart,34.99,4.68,Organic,11
NoFrills,9.01,46.22,Organic,3
Walmart,39.72,59.91,Organic,10
NoFrills,39.12,28.65,Organic,7
Metro,32.31,48,Organic,3
Metro,41.61,34.69,Organic,3
Metro,24.42,43.64,Organic,7
Walmart,33.96,24.66,Organic,12
TandT,18.35,18.13,Organic,8
TandT,3.65,42.65,Organic,10
TandT,20.24,30.68,Organic,5
TandT,28.22,19.97,Organic,7
NoFrills,39.38,51.93,Organic,12
Walmart,29,36.95,Organic,9
Metro,5.11,54.7,Organic,11
NoFrills,2.55,9.96,Organic,10
NoFrills,4.8,24.09,Organic,4
Metro,14.62,5.59,Organic,10
Walmart,40.37,44.93,Organic,10
TandT,14.06,43.72,Organic,8
Metro,22.32,4.6,Organic,8
Metro,17.1,20.25,Organic,4
TandT,29.08,33.74,Organic,3
NoFrills,41.59,52.02,Organic,7
Walmart,12.86,22.29,Organic,3
Walmart,25.59,48.44,Organic,1
TandT,22.22,48.67,Organic,11
Walmart,30,41.34,Organic,12
Metro,12.08,2.35,Organic,8
Metro,38.59,19.87,Organic,9
NoFrills,25.06,54.85,Organic,6
NoFrills,45.48,19.25,Organic,12
Metro,3.32,4.22,Organic,12
NoFrills,32.74,23.79,Organic,11
Walmart,45.4,27.07,Organic,5
NoFrills,31.97,39.03,Organic,9
TandT,45.47,45.95,Organic,8
NoFrills,33.86,11.3,Organic,5
TandT,37.54,14.95,Organic,1
Walmart,48.08,4.6,Organic,12
Metro,27.74,57.52,Organic,9
NoFrills,25.32,51.95,Organic,7
TandT,11.39,9.69,Organic,7
Metro,19.16,35.33,Organic,2
Metro,24.66,13.45,Organic,9
Walmart,36.79,9.61,Organic,11
TandT,13.89,12.11,Organic,6
Metro,27.21,58.56,Organic,1
Walmart,28.32,50.99,Organic,3
NoFrills,26.6,23.07,Organic,10
Walmart,3.45,26.41,Organic,7
TandT,49.03,24.12,Organic,6
TandT,8.64,20.32,Organic,7
NoFrills,33.39,7.16,Organic,7
NoFrills,34.83,38.36,Organic,8
TandT,36.34,32.31,Organic,2
NoFrills,41.04,14.58,Organic,5
Walmart,22.59,29.45,Organic,8
Walmart,3.21,39.3,Organic,4
Walmart,35.43,9.9,Organic,10
NoFrills,37.9,50.33,Organic,7
Metro,8.52,26.68,Organic,8
Walmart,47.57,25.62,Organic,8
Walmart,47.07,4.18,Organic,4
Metro,13.99,42.17,Organic,11
NoFrills,3.29,13.84,Organic,10
Metro,34.24,9.5,Organic,8
Walmart,15.66,56.14,Organic,4
NoFrills,29.57,31.81,Organic,8
Metro,17.26,21.24,Organic,4
Metro,15.7,20.01,Organic,6
Metro,5.85,43.64,Organic,4
NoFrills,35.8,57.53,Organic,9
Metro,14.49,31.54,Organic,8
Metro,19.74,8.83,Organic,4
Metro,20.62,33.94,Organic,11
Walmart,48.85,43.75,Organic,1
Walmart,25.11,19.69,Organic,5
Walmart,43.85,36.43,Organic,6
Walmart,45.56,7.8,Organic,12
TandT,26.61,6.6,Organic,1
NoFrills,25.73,10.75,Organic,8
NoFrills,15.88,30.24,Organic,9
TandT,36.17,45.11,Organic,7
Metro,9.3,41.44,Organic,11
TandT,18.11,55.26,Organic,11
TandT,40.79,8.94,Organic,4
Metro,47.33,10.1,Organic,9
Metro,20.85,23.41,Organic,6
NoFrills,7.51,3.99,Organic,2
Metro,18.42,58.33,Organic,7
Walmart,24.54,44.31,Organic,5
TandT,41.81,27.06,Organic,12
Metro,22.68,14.88,Organic,6
TandT,20.83,2.7,Organic,6
NoFrills,12.17,31.63,Organic,5
TandT,36.89,56.67,Organic,7
Metro,45.64,32.28,Organic,12
TandT,40.77,50.08,Organic,11
NoFrills,44.65,43.38,Organic,9
Metro,27.97,32.74,Organic,4
